date,fund,ticker,weight
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,DOW,3.014319122770906e-17
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,DOW,5.578545940018917e-17
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,DOW,4.62665372726394e-17
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,DOW,5.765351415293594e-17
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,DOW,1.182898530192151e-19
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,DOW,4.2553498404953856e-17
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,DOW,3.13850483772526e-17
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,DOW,2.9800725758161006e-17
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,DOW,3.145352871873456e-16
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,DOW,1.8879631355217938e-17
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,DOW,5.325120903618689e-17
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,DOW,3.654874329753301e-17
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,DOW,0.0
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,DOW,7.238007304477838e-17
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,DOW,2.257575887295829e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,DUK,2.8456624226692537e-17
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,DUK,1.0162602022949556e-17
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,DUK,3.689341270326401e-17
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,DUK,0.002935483605518197
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.059163446801642004
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,DUK,1.436082206304875e-17
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,DUK,6.959912397538473e-17
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,DUK,2.1213857090588218e-17
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,DUK,3.520738801911423e-17
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,DUK,4.139526549687428e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,DUK,8.328640676035255e-17
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,DUK,2.020073306303494e-17
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,DUK,3.973364243964763e-17
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,DUK,1.2160725196241663e-16
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,DUK,3.923491568391675e-17
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,DUK,3.281516203339507e-17
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,DUK,8.717318000734161e-17
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,DUK,3.2199375469982385e-17
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,DUK,0.0
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,DUK,7.868565551580483e-17
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,DUK,2.630044249246045e-17
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,DUK,5.955534580733065e-17
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,DUK,1.1012904213202733e-16
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,EA,5.590447065463869e-17
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,EA,3.1274045113511034e-18
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.06319980291516428
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,EA,8.897847402783688e-17
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,EA,1.2056005149760307e-16
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,EA,6.508573141545072e-17
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,EA,3.511354210637803e-18
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,EA,9.8021526669271e-17
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,EA,2.484180446369753e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,EA,6.752830631051966e-17
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,EA,9.765004119515507e-18
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,EA,4.8705418343831814e-17
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,EA,7.018799055323596e-17
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,EA,2.2518188552737038e-17
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,EA,2.996569770725255e-17
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,EA,1.8600688767179223e-17
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,EA,1.313157957711302e-16
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,EA,5.174726190855996e-18
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,EA,0.0
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,EA,3.669281280113165e-17
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,EA,8.357132734010203e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,GE,4.1329978792078773e-17
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,GE,1.530569630432142e-18
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,GE,0.005782088841327496
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.06781333300549636
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.08135295067890493
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,GE,0.07780265940046706
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.07098984185514622
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.10370628845847854
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,GE,8.0503700864526455e-19
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,GE,3.502342149011127e-17
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,GE,5.9821308682924144e-18
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,GE,9.319111990101418e-17
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,GE,7.331512163819513e-17
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,GE,9.936859773795e-17
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,GE,1.0269362324864384e-16
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,GE,3.01293877515888e-17
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,GE,1.165365037355483e-16
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.0
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,GE,0.07187741448580649
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.2567753179398676
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.38115124244408677
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,GE,0.4791606528130867
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.4524738752548202
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.40696195900037124
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,GE,0.47328822954542304
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.5199971884131227
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,GE,0.47600534340458045
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,GILD,1.5779243438213125e-18
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.01406758659272428
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0942074531035246
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.12011693228458077
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,GILD,5.406215171566397e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,GILD,9.276195801926871e-17
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,GILD,5.848974210881334e-17
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.049826908320903515
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,GILD,3.865173440002403e-19
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.04223295993633214
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.16471234754218422
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.32867855703511056
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0777663227965462
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.008999963132114479
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.056311626896295076
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,GILD,4.410232845375338e-16
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,GILD,1.3034506413896196e-17
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,GILD,0.0
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,GILD,2.289348949321656e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,GS,7.137784903677952e-17
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,GS,1.428172473851502e-17
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.11171497735233857
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.17561489209335657
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,GS,0.11860356575857221
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.20966973271263464
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.04305834907321578
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.1664254011723974
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.1312376842125106
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,GS,2.3651768334243382e-17
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,GS,5.056447803218603e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,GS,2.789489378800235e-17
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,GS,1.2385687500258008e-17
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,GS,8.890248938789331e-17
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,GS,1.1690163691499807e-16
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,GS,6.3745328139743014e-18
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,GS,1.262747282207304e-17
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,GS,0.0
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,GS,1.192007652593532e-16
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,GS,2.455004088631375e-17
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,GS,1.0649318513046811e-18
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,GS,1.5922595812954797e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,INTC,7.631838229641105e-18
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,INTC,1.0917835500861057e-16
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,INTC,2.97507669963408e-17
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,INTC,3.0887925651527986e-17
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,INTC,2.794980559638522e-17
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,INTC,1.0067197320702126e-16
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,INTC,8.796520079774126e-17
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,INTC,1.2995315620249502e-17
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,INTC,7.258524230799533e-17
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,INTC,9.369714513651829e-17
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,INTC,6.847944679352766e-17
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,INTC,2.7070009615566683e-17
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,INTC,1.2549497523038827e-17
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.0
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,INTC,0.04575121719574623
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,KO,2.6597228463287102e-17
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,KO,4.38830794102059e-17
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,KO,3.3234874247611986e-18
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,KO,4.1704329434391275e-17
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,KO,1.518737160630895e-17
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,KO,4.09599811678167e-17
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.04247910086405778
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,KO,0.023436163977510315
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0455895516593039
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,KO,2.2066190789090454e-17
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,KO,1.2781454851946503e-16
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,KO,1.1803652150734662e-16
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,KO,1.1023858663622386e-16
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,KO,6.162297045169532e-17
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,KO,3.067665687214348e-18
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,KO,3.521495859134234e-17
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,KO,0.0
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,KO,1.4398966997470857e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,MMM,1.3485322517057381e-16
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,MMM,1.3309916340130152e-17
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,MMM,3.5201935686060466e-17
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,MMM,8.110997458789618e-17
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,MMM,2.1470787882872377e-17
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,MMM,7.023369790014481e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,MMM,1.5439349049253745e-17
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,MMM,5.839192760880949e-17
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,MMM,6.62238663876154e-17
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,MMM,8.600223569541029e-18
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-07-03,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-08-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-09-01,Equity Max-Sharpe + Sentiment Tilt,MMM,6.436070270422918e-17
2023-10-02,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-11-01,Equity Max-Sharpe + Sentiment Tilt,MMM,0.0
2023-12-01,Equity Max-Sharpe + Sentiment Tilt,MMM,5.1186388438094724e-17
2021-01-04,Equity Max-Sharpe + Sentiment Tilt,MRK,2.0083860937748333e-17
2021-02-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-03-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-04-01,Equity Max-Sharpe + Sentiment Tilt,MRK,3.3878472380661374e-17
2021-05-03,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-06-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-07-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-08-02,Equity Max-Sharpe + Sentiment Tilt,MRK,1.4328009629861247e-17
2021-09-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2021-10-01,Equity Max-Sharpe + Sentiment Tilt,MRK,4.639886865231437e-17
2021-11-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.03093678304852524
2021-12-01,Equity Max-Sharpe + Sentiment Tilt,MRK,5.182186860355719e-18
2022-01-03,Equity Max-Sharpe + Sentiment Tilt,MRK,0.0
2022-02-01,Equity Max-Sharpe + Sentiment Tilt,MRK,4.5326262256067866e-17
2022-03-01,Equity Max-Sharpe + Sentiment Tilt,MRK,2.48122810718177e-17
2022-04-01,Equity Max-Sharpe + Sentiment Tilt,MRK,1.0699293428305015e-17
2022-05-02,Equity Max-Sharpe + Sentiment Tilt,MRK,0.07781799864840813
2022-06-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.12375427873786414
2022-07-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.033165924046845416
2022-08-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.05704682839072436
2022-09-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.02964269614662207
2022-10-03,Equity Max-Sharpe + Sentiment Tilt,MRK,0.05086700585710824
2022-11-01,Equity Max-Sharpe + Sentiment Tilt,MRK,1.1103282759447638e-16
2022-12-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.38307608717523806
2023-01-03,Equity Max-Sharpe + Sentiment Tilt,MRK,0.6364395219387139
2023-02-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.525928911561133
2023-03-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.5987960780232255
2023-04-03,Equity Max-Sharpe + Sentiment Tilt,MRK,0.42571547483819816
2023-05-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.4106508985385372
2023-06-01,Equity Max-Sharpe + Sentiment Tilt,MRK,0.44042195929685507
